names,release_year,maturity_rating,duration,description,genre,mood,cast,subtitles,audio
Madagascar,2005,U/A 7+ ,1h 26m,Four animal friends get a taste of the wild life when they break out of captivity at the Central Park Zoo and wash ashore on the island of Madagascar.,"['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Goofy,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Tom McGrath', 'Christopher Knights', 'Chris Miller']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Stuart Little,1999,U/A 7+ ,1h 24m,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']","Heartfelt,","['Michael J. Fox', 'Jonathan Lipnicki', 'Geena Davis', 'Hugh Laurie', 'Nathan Lane']","['English,', 'English,', 'Hindi']","['English [Original],', 'Hindi']"
Motu Patlu in Wonderland,2013,U/A 7+ ,1h 15m,"When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure.","['Hindi-Language Movies', 'Children & Family Movies']","Goofy,","['Saurav Chakraborty', 'Omi Sharma', 'Sankalp', 'Brian D Costa', 'Renu Sharda', 'Chinmey Sharma', 'Anamay Verma', 'Parminder Ghumman', 'Shailendra Pandey', 'Ravi Rajesh']",['English'],"['Bangla,', 'Gujarati,', 'Hindi [Original],', 'Kannada,', 'Malayalam,', 'Marathi,', 'Tamil,', 'Telugu']"
The Sea Beast,2022,U/A 7+ ,1h 59m,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.","['Family Features', 'US Movies', 'Children & Family Movies']","Heartfelt,","['Karl Urban', 'Zaris-Angel Hator', 'Jared Harris', 'Marianne Jean-Baptiste', 'Dan Stevens']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
Chhota Bheem: The Rise of Kirmada,2012,U/A 7+ ,1h 8m,Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.,"['Hindi-Language Movies', 'Children & Family Movies']",Exciting,"['Vatsal Dubey', 'Julie Tejwani', 'Rupa Bhimani', 'Jigna Bhardwaj', 'Rajesh Kava', 'Mousam', 'Swapnil']",['English'],"['English,', 'Hindi [Original],', 'Tamil,', 'Telugu']"
The Swan Princess,1994,U/A 7+ ,1h 29m,"Based on the tale of ""Swan Lake,"" this animated feature tells the story of Odette, a sweet girl who's turned into a graceful swan by a sorcerer.","['US Movies', 'Children & Family Movies']",,"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro', 'Liz Callaway', 'John Cleese', 'Steven Wright', 'Steve Vinovich', 'Mark Harelik', 'James Arrington', 'Sandy Duncan']","['English,', 'English,', 'French,', 'Hindi']","['English [Original],', 'Hindi']"
The SpongeBob SquarePants Movie,2004,U/A 7+ ,1h 28m,"When Mr. Krabs is accused of stealing King Neptune's crown, SpongeBob and Patrick set out on a wild adventure to prove his innocence.","['US Movies', 'Children & Family Movies', 'Comedies']","Feel-Good,","['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass', 'Bill Fagerbakke', 'Mr. Lawrence', 'Jill Talley', 'Carolyn Lawrence', 'Mary Jo Catlett', 'Jeffrey Tambor', 'Scarlett Johansson', 'Alec Baldwin', 'David Hasselhoff']","['English,', 'French,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Stuart Little 2,2002,U/A 7+ ,1h 17m,Trouble's in the air for spirited city mouse Stuart and family cat Snowbell when a new canary friend flies into danger with a ruthless falcon.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']",,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Nathan Lane', 'Melanie Griffith', 'James Woods', 'Steve Zahn']","['English,', 'English,', 'Hindi']","['English [Original],', 'Hindi']"
Hotel Transylvania 2,2015,U/A 7+ ,1h 29m,"After Mavis weds Jonathan and baby Dennis arrives, Dracula looks for proof that his grandson is a vampire and needs to remain in Transylvania.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Feel-Good,","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi', 'David Spade', 'Keegan-Michael Key', 'Asher Blinkoff', 'Fran Drescher', 'Molly Shannon', 'Megan Mullally', 'Nick Offerman', 'Dana Carvey', 'Rob Riggle', 'Mel Brooks']","['English,', 'English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
The Croods,2013,U/A 7+ ,1h 38m,"When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Exciting,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener', 'Cloris Leachman', 'Clark Duke', 'Chris Sanders', 'Randy Thom']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Chhota Bheem: Master of Shaolin,2011,U/A 7+ ,1h 13m,"Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!","['Hindi-Language Movies', 'Children & Family Movies']",Exciting,"['Pooja Punabi', 'Mausam', 'Julie Tejwani', 'Rupa Bhimani', 'Jigna Bhardwaj', 'Rajesh Kava', 'Parigna Pandya']",['English'],"['English,', 'Hindi [Original],', 'Tamil,', 'Telugu']"
We Can Be Heroes,2020,U/A 7+ ,1h 40m,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Goofy,","['YaYa Gosselin', 'Pedro Pascal', 'Priyanka Chopra Jonas', 'Isaiah Russell-Bailey', 'Akira Akbar', 'Christian Slater', 'Boyd Holbrook', 'Adriana Barraza', 'Taylor Dooley', 'Vivien Lyra Blair', 'Hala Finley', 'Lyon Daniels', 'Sung Kang', 'Christopher McDonald', 'Andy Walken', 'Lotus Blossom', 'Haley Reinhart', 'Nathan Blair', 'Dylan Henry Lau', 'Andrew Diaz']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
Bee Movie,2007,U/A 7+ ,1h 32m,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",,"['Jerry Seinfeld', 'Renée Zellweger', 'Matthew Broderick', 'Patrick Warburton', 'John Goodman', 'Chris Rock', 'Kathy Bates', 'Barry Levinson', 'Larry King', 'Ray Liotta']","['Bangla,', 'English,', 'Hindi,', 'Tamil']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Chillar Party,2011,U/A 7+ ,2h 6m,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.","['Family Features', 'Hindi-Language Movies', 'Children & Family Movies', 'Comedies', 'Dramas']","Sentimental,","['Irfan Khan', 'Raju', 'Sanath Menon', 'Rohan Grover', 'Naman Jain', 'Aarav Khanna', 'Vishesh Tiwari', 'Chinmay Chandraunshuh', 'Vedant Desai', 'Shriya Sharma', 'Divji Handa']",['English'],['Hindi [Original]']
Minions & More Volume 2,2022,U/A 7+ ,53m,"Catch animated shorts like ""Phil’s Dance Party"" and ""Binky Nelson Unpacified"" in this compilation from the company behind the ""Despicable Me"" franchise.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Goofy,","['Pierre Coffin', 'Reese Witherspoon', 'Jenny Slate', 'Patton Oswalt', 'John C. Reilly', 'Michael Keaton', 'Allison Janney', 'Tara Strong', 'Laraine Newman', 'Danny DeVito', 'Ed Helms']",['English'],['English [Original]']
The Karate Kid,2010,U/A 7+ ,2h 20m,"In China, Dre learns to defend himself against a bully under the guidance of an unassuming kung fu master in this remake of the 1984 classic.","['Martial Arts Movies', 'Family Features', 'US Movies', 'Children & Family Movies', 'Dramas']","Inspiring,","['Jaden Smith', 'Jackie Chan', 'Taraji P. Henson', 'Wenwen Han', 'Yu Rongguang', 'Zhensu Wu', 'Zhiheng Wang', 'Zhenwei Wang', 'Shijia Lü', 'Yi Zhao']","['English,', 'English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Wish Dragon,2021,U/A 7+ ,1h 42m,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"['Family Features', 'Children & Family Movies', 'Comedies']",,"['Jimmy Wong', 'John Cho', 'Constance Wu', 'Natasha Liu Bordizzo', 'Will Yun Lee', 'Bobby Lee', 'Jimmy O. Yang', 'Ian Chen']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Cantonese,', 'Mandarin (Putonghua)']"
Scoob!,2020,U/A 7+ ,1h 33m,"The bond between Shaggy, Scooby and the Mystery Inc. crew is put to the test when a villain nabs the hungry hound to unlock a mighty destiny.","['Mysteries', 'Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Goofy,"['Will Forte', 'Mark Wahlberg', 'Zac Efron', 'Frank Welker', 'Amanda Seyfried', 'Jason Isaacs', 'Kiersey Clemons', 'Gina Rodriguez', 'Ken Jeong', 'Tracy Morgan']",['English'],"['English [Original],', 'Hindi']"
Kung Fu Panda 2,2011,U/A 7+ ,1h 32m,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu.","['Martial Arts Movies', 'Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Exciting,"['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Seth Rogen', 'Lucy Liu', 'Jackie Chan', 'David Cross', 'James Hong', 'Michelle Yeoh']","['Bangla,', 'English,', 'Hindi,', 'Tamil']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Space Jam: A New Legacy,2021,U/A 7+ ,1h 55m,A legendary baller teams up with an iconic bunny and his classic cartoon crew to beat an evil AI squad on the basketball court — and save his family.,"['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies', 'Sports Movies']","Feel-Good,","['LeBron James', 'Don Cheadle', 'Khris Davis', 'Sonequa Martin-Green', 'Cedric Joe', 'Jeff Bergman', 'Eric Bauza', 'Zendaya']",['English'],"['English [Original],', 'Hindi']"
The Soccer Football Movie,2022,U/A 7+ ,1h 13m,Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.,"['US Movies', 'Children & Family Movies', 'Comedies', 'Sports Movies']","Quirky,","['Zlatan Ibrahimović', 'Megan Rapinoe', 'Weird Al Yankovic']","['English,', 'French']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Charlie and the Chocolate Factory,2005,U/A 7+ ,1h 54m,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']",Quirky,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz']",['English'],"['English [Original],', 'Hindi']"
Skater Girl,2021,U/A 7+ ,1h 49m,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.","['Family Features', 'Children & Family Movies', 'Dramas', 'Sports Movies']","Adrenaline Rush,","['Rachel Saanchita Gupta', 'Amy Maghera', 'Shafin Patel', 'Ambrish Saxena', 'Swati Das', 'Jonathan Readwin', 'Ankit Yadav', 'Anurag Arora', 'Vinayak Gupta', 'Vivek Yadav', 'Waheeda Rehman']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi - Audio Description,', 'Tamil,', 'Telugu']"
Over the Moon,2020,U/A 7+ ,1h 40m,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.","['Family Features', 'US Movies', 'Children & Family Movies']",Heartfelt,"['Cathy Ang', 'Phillipa Soo', 'Ken Jeong', 'Robert G. Chiu', 'John Cho', 'Sandra Oh', 'Ruthie Ann Miles', 'Margaret Cho', 'Kimiko Glenn', 'Artt Butler', 'Irene Tsu', 'Clem Cheung', 'Conrad Ricamora']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Cantonese,', 'Mandarin (Putonghua)']"
The Angry Birds Movie,2016,U/A 7+ ,1h 38m,"Sentenced to anger management class, grumpy Red becomes a hero who trains his fellow birds to unleash their inner fury when pigs invade their island.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Witty,"['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph', 'Bill Hader', 'Peter Dinklage', 'Sean Penn', 'Keegan-Michael Key', 'Kate McKinnon', 'Tony Hale', 'Hannibal Buress', 'Ike Barinholtz', 'Tituss Burgess', 'Jillian Bell', 'Danielle Brooks']","['English,', 'English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Madagascar: Escape 2 Africa,2008,U/A 7+ ,1h 31m,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Heartfelt,","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Bernie Mac', 'Alec Baldwin', 'Sherri Shepherd']","['Bangla,', 'English,', 'Hindi,', 'Tamil']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Rango,2011,U/A 7+ ,1h 49m,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.","['Family Features', 'US Movies', 'Westerns', 'Children & Family Movies', 'Comedies']","Witty,","['Johnny Depp', 'Isla Fisher', 'Abigail Breslin', 'Ned Beatty', 'Alfred Molina', 'Bill Nighy', 'Stephen Root', 'Harry Dean Stanton', 'Timothy Olyphant', 'Ray Winstone']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Cloudy with a Chance of Meatballs 2,2013,U/A 7+ ,1h 34m,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']",Goofy,"['Bill Hader', 'Anna Faris', 'James Caan', 'Will Forte', 'Andy Samberg', 'Benjamin Bratt', 'Neil Patrick Harris', 'Terry Crews', 'Kristen Schaal']","['English,', 'English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Raw (Hindi),2022,U/A 16+ ,2h 36m,A jaded former intelligence agent is pulled back into action when an attack at a mall creates a tense hostage situation.,['Action & Adventure'],,"['Vijay', 'Pooja Hegde']",['English'],['Hindi']
Fifty Shades of Grey,2015,A ,2h 5m,Business tycoon Christian Grey pursues wide-eyed college student Anastasia Steele and introduces her to his particular brand of intense erotic desires.,"['US Movies', 'Movies Based on Books', 'Dramas', 'Romantic Movies']","Steamy,","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk', 'Luke Grimes', 'Marcia Gay Harden', 'Rita Ora', 'Max Martini', 'Callum Keith Rennie']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
3 Idiots,2009,U/A 16+ ,2h 43m,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.","['Hindi-Language Movies', 'Movies Based on Books', 'Bollywood Movies', 'Comedies', 'Dramas']","Sentimental,","['Aamir Khan', 'Kareena Kapoor', 'Madhavan', 'Sharman Joshi', 'Omi Vaidya', 'Boman Irani', 'Mona Singh', 'Jaaved Jaaferi']",['English'],['Hindi [Original]']
Wanted,2008,A ,1h 49m,"After discovering his murdered father belonged to a secret guild of assassins, average guy Wesley hones his innate killer instincts and turns avenger.","['US Movies', 'Crime Movies', 'Action & Adventure']",Violent,"['James McAvoy', 'Angelina Jolie', 'Morgan Freeman', 'Terence Stamp', 'Thomas Kretschmann', 'Common', 'Kristen Hager', 'Marc Warren', ""David O'Hara"", 'Dato Bakhtadze']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Yeh Jawaani Hai Deewani,2013,U/A 13+ ,2h 40m,"On a trekking trip, an introvert falls for a charming ex-classmate, whose thirst for adventure drives them apart. Years later, their paths cross again.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Ranbir Kapoor', 'Deepika Padukone', 'Aditya Roy Kapur', 'Kalki Koechlin', 'Kunaal Roy Kapur', 'Farooq Shaikh', 'Poorna Jagannathan', 'Naveen Kaushik', 'Evelyn Sharma', 'Madhuri Dixit']",['English'],['Hindi [Original]']
Batman v Superman: Dawn of Justice,2016,U/A 16+ ,2h 31m,"It's the Man of Steel vs. the Caped Crusader when Batman becomes suspicious of Superman's increasing power, and Lex Luthor's happy to take advantage.","['Sci-Fi Movies', 'US Movies', 'Action & Adventure']","Dark,","['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Jesse Eisenberg', 'Diane Lane', 'Laurence Fishburne', 'Jeremy Irons', 'Holly Hunter', 'Gal Gadot', 'Scoot McNairy', 'Michael Shannon']","['English,', 'Hindi']","['English [Original],', 'Hindi']"
Bullet Train,2022,A ,2h 6m,Five assassins board a Japanese bullet train bound for Kyoto and come to discover that their seemingly separate missions are mysteriously linked.,"['US Movies', 'Movies Based on Books', 'Crime Movies', 'Action & Adventure', 'Comedies']",,"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry', 'Andrew Koji', 'Hiroyuki Sanada', 'Michael Shannon', 'Bad Bunny', 'Sandra Bullock', 'Zazie Beetz', 'Logan Lerman', 'Masi Oka', 'Karen Fukuhara']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Petta,2019,U/A 16+ ,2h 49m,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.","['Action & Adventure', 'Comedies', 'Dramas']",,"['Rajnikanth', 'Vijay Sethupathi', 'M. Sasikumar', 'Nawazuddin Siddiqui', 'Trisha Krishnan', 'Simran']","['English,', 'Hindi']",['Tamil [Original]']
Uncharted,2022,U/A 16+ ,1h 56m,Street-smart treasure hunter Nathan Drake and his renegade mentor Sully set out on a dangerous adventure across the globe to find Magellan's lost gold.,"['US Movies', 'Action & Adventure']","Adrenaline Rush,","['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas', 'Sophia Ali', 'Tati Gabrielle', 'Steven Waddington', 'Pingi Moli', 'Tiernan Jones', 'Rudy Pankow', 'Jesús Evita', 'Georgia Goodman']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Mission: Impossible - Fallout,2018,U/A 13+ ,2h 26m,"A mission gone wrong forces Ethan Hunt and his team to work with the CIA, and familiar faces, as they race to save the world from nuclear devastation.","['Spy Movies', 'US Movies', 'Action & Adventure']","Adrenaline Rush,","['Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Simon Pegg', 'Rebecca Ferguson', 'Sean Harris', 'Angela Bassett', 'Vanessa Kirby', 'Michelle Monaghan', 'Alec Baldwin']","['English,', 'Hindi']","['English [Original],', 'Hindi']"
Mowgli: Legend of the Jungle,2018,U/A 13+ ,1h 44m,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy -- and his own human origins.,"['Family Features', 'Movies Based on Books', 'Action & Adventure', 'Dramas']","Gritty,","['Christian Bale', 'Cate Blanchett', 'Benedict Cumberbatch', 'Naomie Harris', 'Andy Serkis', 'Rohan Chand', 'Peter Mullan', 'Jack Reynor', 'Eddie Marsan', 'Tom Hollander', 'Louis Ashbourne Serkis', 'Matthew Rhys', 'Freida Pinto']","['English,', 'English,', 'Hindi,', 'Tamil,', 'Telugu']","['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
Red Notice,2021,U/A 13+ ,1h 58m,An FBI profiler pursuing the world's most wanted art thief becomes his reluctant partner in crime to catch an elusive crook who's always one step ahead.,"['US Movies', 'Crime Movies', 'Action & Adventure', 'Comedies']",Exciting,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
